25,GUIDO, IBÁÑEZ, RUBIO,Coyoacán,CAMPO FLORIDO ,435,13007,Instituto de Ingeniería,e,11:27 AM,7:14 PM,/home/fotos/foto9234.jpg,24589176,5538179023,todochertyo@addtoany.com
26,ADÁN, AGUILAR, MARTÍNEZ,Cuajimalpa de Morelos,AMORES ,306,93427,Facultad de Química,e,7:35 AM,8:40 PM,/home/fotos/foto7397.jpg,02039218,5518449826,ccatlettep@wikipedia.org
27,AMADEO, SANTOS, SERRANO,Álvaro Obregón,PALOMAR ,195,84898,Centro Nacional de Prevención de Desastres (CENAPRED),t,9:42 AM,8:00 PM,/home/fotos/foto0621.jpg,52565055,5571034904,jthormannq@cisco.com
28,LUCANO, HERNÁNDEZ, SANZ,Iztapalapa,MANUEL PELAEZ ,319,36307,Facultad de Derecho: Anexo y Posgrado,t,8:39 AM,8:47 PM,/home/fotos/foto5465.jpg,19043695,5518727278,sstollhoferr@independent.co.uk
29,CIPRIANO, MONTERO, RAMÍREZ,Tláhuac,ORQUIDEA ,290,04946,Facultad de Contaduría y Administración: Centro Nacional de Apoyo a la Pequeña y Mediana Empresa,a,10:40 AM,8:40 PM,/home/fotos/foto8036.jpg,83535490,5521742240,pwoodersons@yandex.ru
30,JOEL, DÍEZ, FERRER,Magdalena Contreras,OLIVO ,166,65627,Jardín de Niños,t,1:48 PM,8:25 PM,/home/fotos/foto0722.jpg,44273590,5594517256,dbattaillet@ftc.gov
31,MAURICIO, BRAVO, MORALES,Azcapotzalco,MORELOS ,475,38139,DGDU: Estadio Olímpico Universitario,t,11:02 AM,7:46 PM,/home/fotos/foto4762.jpg,13269128,5529773178,vmccauleyu@vkontakte.ru
32,OTILIA, ARIAS, CASTRO,Cuajimalpa de Morelos,JUAN ZAIZAR ,494,86007,Dirección General de Televisión Universitaria,a,7:32 AM,8:24 PM,/home/fotos/foto9442.jpg,37076178,5547785517,sminettv@mayoclinic.com
33,RAFAEL, ROMERO, DOMÍNGUEZ,Cuauhtémoc,CRUZ VERDE ,97,73164,Instituto de Geografía,e,1:18 PM,7:37 PM,/home/fotos/foto2828.jpg,17183466,5556758923,mnoodsw@netlog.com
34,SEBASTIÁN, RUIZ, MÁRQUEZ,Cuauhtémoc,CDA QUINTANA ROO ,281,75189,Facultad de Ciencias Políticas y Sociales,t,11:07 AM,8:33 PM,/home/fotos/foto1523.jpg,12423983,5512615362,cbanckx@aol.com
35,AARÓN, SANTANA, HERRERO,Gustavo A. Madero,GALDINO H CASADOS ,396,86521,Institutos de Investigaciones Estéticas e Históricas,t,12:31 PM,7:17 PM,/home/fotos/foto7069.jpg,77960664,5507279576,jlystery@wisc.edu
36,BERNARDO, CABALLERO, GIMÉNEZ,Azcapotzalco,EUFEMIO ARREDONDO ,411,25781,Instituto de Investigaciones Biomédicas: Instituto de Investigaciones Biomédicas (Nueva Sede),e,11:27 AM,8:01 PM,/home/fotos/foto3361.jpg,94758738,5593823486,apaolicchiz@clickbank.net
37,SALOMÓN, DOMÍNGUEZ, PARRA,Tláhuac,SN. CIPRIAN ,498,55087,DGDU: Centro de Educación Continua de Estudios Superiores del Deporte,e,12:56 PM,8:20 PM,/home/fotos/foto0139.jpg,43359713,5537423206,walhirsi10@mapquest.com
38,ESTHER, ROMÁN, ALONSO,Cuauhtémoc,CALLE 20 DE NOVIEMBRE ,322,35253,Dirección General de Televisión Universitaria,e,10:53 AM,8:55 PM,/home/fotos/foto9294.jpg,64944309,5551466620,cforde11@wisc.edu
39,NICANOR, HERRERA, GUTIÉRREZ,Azcapotzalco,TULTEPEC ,53,69564,Dirección de Relaciones Laborales,t,12:02 PM,8:17 PM,/home/fotos/foto6211.jpg,85567291,5508113308,mdensie12@washington.edu
40,LEOPOLDO, GALLARDO, MUÑOZ,Iztapalapa,CARRETERA COSTERA ,322,44012,DGDU: Estadio Olímpico Universitario,t,7:45 AM,7:18 PM,/home/fotos/foto7680.jpg,89181379,5533077436,aconnerly13@skyrock.com
41,RAIMUNDO, CALVO, VICENTE,Azcapotzalco,PLAZUELA 1 DE SAN PEDRO ,168,61549,Unidad Multidisciplinaria Dr. Jesús Aguirre Cárdenas,t,8:57 AM,7:35 PM,/home/fotos/foto0803.jpg,67845342,5547994587,tferrettini14@altervista.org
42,CRISTINA, NÚÑEZ, GUERRERO,Cuajimalpa de Morelos,AUGUSTO RODIN ,151,76806,Dirección General de Personal,t,7:49 AM,8:54 PM,/home/fotos/foto2598.jpg,56622099,5598846453,qcroshaw15@army.mil
43,RAMÓN, RODRÍGUEZ, NÚÑEZ,Benito Juárez,PRADOS DE CEDRO ,353,95402,Torre de Rectoría: Centro de Exposiciones y Congresos,e,7:37 AM,7:21 PM,/home/fotos/foto5983.jpg,53379879,5590338543,mscrauniage16@hexun.com
44,DEMÓCRITO, HERRERO, CANO,Iztacalco,C. JOSE FRANCISCO RUIZ MASSIEU ,431,28189,Instituto de Astronomía,e,9:27 AM,8:45 PM,/home/fotos/foto8599.jpg,35877169,5558602286,pheinel17@intel.com
45,GERARDO, CABALLERO, CAMPOS,Coyoacán,PRIVADA AZOYAPAN ,390,29621,Dirección General de Incorporación y Revalidación de Estudios,a,11:09 AM,8:11 PM,/home/fotos/foto3477.jpg,67801802,5595358103,zgeratasch18@geocities.jp
46,OCTAVIO, RAMÍREZ, ALONSO,Milpa Alta,LERDO ,287,94961,Instituto de Química,e,9:22 AM,8:05 PM,/home/fotos/foto4125.jpg,47880599,5551822064,hjerrems19@about.com
47,PATRICIO, CANO, RAMÍREZ,Iztapalapa,PRIVADA FARALLON ,397,56073,Centro de Ciencias de la Complejidad C3,t,10:57 AM,8:46 PM,/home/fotos/foto4169.jpg,24620614,5557197102,jdartnall1a@disqus.com
48,ELÍAS, TORRES, BENÍTEZ,Xochimilco,FRANCISCO DEL PASO Y TRONCOSO ,45,06455,Coordinación de Universidad Abierta y Educación a Distancia,e,9:39 AM,7:44 PM,/home/fotos/foto0506.jpg,61867120,5517334955,movett1b@uol.com.br
49,DARIO, GARCÍA, CRESPO,Milpa Alta,AV SANTA MARIA ,85,51012,DGSG: Taller Mecánico,e,12:16 PM,7:06 PM,/home/fotos/foto4771.jpg,03801361,5559084575,tmoors1c@goodreads.com
50,CONCEPCIÓN, RODRÍGUEZ, DÍAZ,Iztacalco,FRANCISCO DEL PASO Y TRONCOSO ,31,26435,Centro Universitario de Teatro,a,7:55 AM,8:26 PM,/home/fotos/foto9891.jpg,67834368,5539225338,cfenkel1d@nymag.com
51,CIRINO, MORA, HERRERO,Iztapalapa,ISABEL LA CATOLICA ,470,32026,DGDU: Comisión Técnica de Fútbol Americano,t,8:01 AM,7:30 PM,/home/fotos/foto7990.jpg,77685846,5575266026,wmcgriele1e@wikimedia.org
52,AUGUSTO, GIMÉNEZ, MONTERO,Cuauhtémoc,AVENIDA PAPANTLA ,270,72136,Facultad de Medicina Veterinaria y Zootecnia,a,7:17 AM,8:25 PM,/home/fotos/foto7588.jpg,03567258,5536769240,ciapico1f@about.com
53,ESTHER, ORTIZ, SÁNCHEZ,Cuajimalpa de Morelos,PERU ,193,73193,Torre de Rectoría: Centro de Exposiciones y Congresos,t,8:17 AM,8:37 PM,/home/fotos/foto5404.jpg,89646671,5576972399,dbohlin1g@ox.ac.uk
54,LÁZARO, SÁEZ, SÁNCHEZ,Milpa Alta,LAGO BOLSENA ,61,35052,Centro de Enseñanza de Lenguas Extranjeras,t,8:34 AM,7:50 PM,/home/fotos/foto4213.jpg,77516108,5512135683,mconnerly1h@who.int
55,AMADEO, RUBIO, SOTO,Venustiano Carranza,AV LAS TORRES ,422,69024,Centro de Ciencias de la Atmósfera,t,12:20 PM,7:45 PM,/home/fotos/foto4745.jpg,93456251,5547006148,spondjones1i@paypal.com
56,FELICIANO, HERNÁNDEZ, HIDALGO,Gustavo A. Madero,VICENTE GUERRERO ,269,92065,Facultad de Ingeniería,e,11:23 AM,8:29 PM,/home/fotos/foto7586.jpg,59493113,5528879567,ggoodliff1j@taobao.com
57,COLUMBANO, HERRERA, MÁRQUEZ,Cuajimalpa de Morelos,CALLE FRANCISCO I. MADERO ,451,25341,Dirección General de Personal,a,9:29 AM,7:28 PM,/home/fotos/foto2175.jpg,12372366,5500216397,hkainz1k@flavors.me
58,ROQUE, CASTILLO, RAMÍREZ,Milpa Alta,HALCON ,217,77185,Facultad de Derecho,e,7:39 AM,8:46 PM,/home/fotos/foto1816.jpg,93402909,5523864967,eiianon1l@example.com
59,MÓNICA, ARIAS, TORRES,Milpa Alta,JUAN ZAIZAR ,130,90763,Instituto de Química,t,1:09 PM,7:30 PM,/home/fotos/foto6228.jpg,99974505,5542744568,bkinnar1m@wiley.com
60,ALBINA, DÍEZ, VIDAL,Cuauhtémoc,GRECIA ,157,25912,Centro Cultural Universitario: Sala de Conciertos Nezahualcóyotl,a,8:45 AM,7:44 PM,/home/fotos/foto1646.jpg,87635544,5580481014,tchadney1n@domainmarket.com
61,PURIFICACIÓN, RODRÍGUEZ, PARRA,Cuajimalpa de Morelos,PROVIDENCIA ,444,90052,Dirección General de Cómputo y de Tecnologías de Información y Comunicación,t,10:56 AM,7:13 PM,/home/fotos/foto1666.jpg,36641518,5510513355,sopfer1o@google.co.uk
62,SANSÓN, CRESPO, LÓPEZ,Miguel Hidalgo,CALLE 6 ,315,40563,Facultad de Psicología,t,7:53 AM,8:16 PM,/home/fotos/foto6826.jpg,93657806,5564894074,glonsdale1p@bandcamp.com
63,ADELAIDA, DÍEZ, RUIZ,Miguel Hidalgo,CONTADORES ,362,42481,Institutos de Investigaciones Estéticas e Históricas,e,10:30 AM,7:08 PM,/home/fotos/foto0081.jpg,94465787,5517186831,mhansel1q@ox.ac.uk
64,CRISTÓBAL, ROMÁN, MUÑOZ,Gustavo A. Madero,MANUEL PELAEZ ,33,54991,Facultad de Química: Unidad Mario Molina,t,9:44 AM,8:35 PM,/home/fotos/foto4487.jpg,22073047,5526351006,lroget1r@google.com.hk
65,NORBERTO, MARTÍNEZ, FUENTES,Cuajimalpa de Morelos,AV. TLALMEMELOLPAN ,478,08028,Instituto de Geofísica,e,11:16 AM,7:33 PM,/home/fotos/foto1034.jpg,45912766,5552180679,dwerrilow1s@sphinn.com
66,ABDÓN, MARÍN, CALVO,Miguel Hidalgo,CDA.DE LA SOLEDAD ,499,30705,Instituto de Ecología,t,7:48 AM,7:35 PM,/home/fotos/foto7005.jpg,37900993,5559997688,agosnell1t@google.pl
67,LEONCIO, JIMÉNEZ, HERRERO,Cuajimalpa de Morelos,MONTE DE PIEDAD ,185,85487,DGOC: Servicios Urbanos y Reacondicionamiento,a,7:52 AM,8:24 PM,/home/fotos/foto8956.jpg,40991571,5544501202,esaunt1u@t-online.de
68,VALENTÍN, CASTILLO, PRIETO,Iztacalco,CALLE FLORES MAGON ,191,06816,Unidad Mixta de Posgrados,e,12:12 PM,7:51 PM,/home/fotos/foto7116.jpg,10626291,5594346034,wpegler1v@youku.com
69,XAVIER, LOZANO, PÉREZ,Tlalpan,SANTA ANA ,176,14980,DGDU: Dirección de Medicina del Deporte,t,7:57 AM,7:44 PM,/home/fotos/foto1964.jpg,86025219,5552988223,bdaine1w@symantec.com
70,BALTASAR, ALONSO, MÉNDEZ,Iztacalco,ESMERALDA ,266,90066,Museo Universitario de Ciencias y Arte (MUCA),e,12:46 PM,8:23 PM,/home/fotos/foto8832.jpg,44995233,5589596205,idenne1x@barnesandnoble.com
71,CARMELO, MOYA, CARRASCO,Xochimilco,AV MEXICO ,498,54339,Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas,t,11:46 AM,7:03 PM,/home/fotos/foto4950.jpg,08278561,5564543118,hsmedmoor1y@cdbaby.com
72,AGUSTÍN, SANTIAGO, CALVO,Venustiano Carranza,LAS ROSAS ,40,43239,Programa Seminario de Estudios sobre la Globalidad,a,9:20 AM,7:39 PM,/home/fotos/foto4585.jpg,26820866,5544540191,gtedahl1z@homestead.com
73,CAYO, DURÁN, REY,Azcapotzalco,CALLE PASO SOMOSIERRA ,175,47147,Centro Cultural Universitario: Salas Miguel Covarrubias y Carlos Chávez,t,1:47 PM,7:28 PM,/home/fotos/foto7541.jpg,22529411,5533933034,tewles20@mashable.com
74,ANNA, MUÑOZ, MONTORO,Tlalpan,FRES,373,92830,DGDU: Campo de Beisbol,a,9:25 AM,7:12 PM,/home/fotos/foto2430.jpg,02124979,5570003234,mhellewell21@g.co
75,BERNARDO, GIL, ORTIZ,Gustavo A. Madero,LAGO MANAGUA ,354,06620,DGOC: Planta de Tratamiento de Aguas Negras: Cerro del Agua,a,9:40 AM,7:48 PM,/home/fotos/foto9427.jpg,48729564,5540081041,afreegard22@exblog.jp
76,PETRONILA, MORALES, HERNÁNDEZ,Gustavo A. Madero,AVENIDA CENTENARIO ,429,43222,Coordinación de la Investigación Científica,e,11:32 AM,8:49 PM,/home/fotos/foto4768.jpg,80687507,5543578188,ljonas23@baidu.com
77,MARC, MONTORO, DURÁN,Azcapotzalco,ARRECIFE ,251,72837,Facultad de Contaduría y Administración,a,8:10 AM,7:32 PM,/home/fotos/foto6947.jpg,68092271,5576145424,aullyatt24@nymag.com
78,JORGE, PASTOR, GUERRERO,Álvaro Obregón,ERICKO EL ROJO ,262,52341,Centro Nacional de Prevención de Desastres (CENAPRED),a,1:10 PM,7:05 PM,/home/fotos/foto7561.jpg,64511440,5517140980,lrottenbury25@comsenz.com
79,JOSEP, ROMERO, DÍAZ,Tláhuac,CENZONTLE ,54,48045,Centro Cultural Universitario,t,8:02 AM,8:39 PM,/home/fotos/foto7663.jpg,14007463,5500508287,jsillitoe26@hibu.com
80,BALDUINO, GÓMEZ, GIMÉNEZ,Magdalena Contreras,PERUA,403,29316,Centro de Ciencias Aplicadas y Desarrollo Tecnológico,e,1:30 PM,7:54 PM,/home/fotos/foto5719.jpg,98858683,5570060491,mminer27@spiegel.de
81,ENCARNACIÓN, HERRERO, CAMPOS,Azcapotzalco,ROSA DE SIRIA ,436,54870,Centro de Ciencias de la Atmósfera,e,11:16 AM,8:48 PM,/home/fotos/foto1229.jpg,11654143,5537598396,eweaver28@hao123.com
82,OTILIA, HERNÁNDEZ, RUBIO,Venustiano Carranza,TABASCO ,371,48486,Instituto de Biología: Jardín Botánico,t,12:38 PM,8:50 PM,/home/fotos/foto4363.jpg,95751907,5599707903,eglasspoole29@tumblr.com
83,TEÓFILA, LORENZO, MÉNDEZ,Xochimilco,CANAL DEL VADO ,154,07909,Facultad de Filosofía y Letras: Anexo,e,8:21 AM,7:29 PM,/home/fotos/foto5477.jpg,93282726,5589160005,sgirard2a@webmd.com
84,TOMAS, HERRERO, DELGADO,Cuajimalpa de Morelos,SABADEL ,163,39419,Dirección General de Servicios Generales y Archivo de la UNAM (DGSG),a,8:54 AM,8:42 PM,/home/fotos/foto0845.jpg,14184355,5562135074,cdrummond2b@sakura.ne.jp
85,LORENZO, ORTEGA, SERRANO,Magdalena Contreras,NUEVO LEON ,460,11934,Dirección General de Actividades Cinematográficas: Acervo Bibliográfico y Bóvedas de Nitratos,t,12:03 PM,7:30 PM,/home/fotos/foto1325.jpg,52971962,5508122467,amanthroppe2c@google.co.jp
86,LEOPOLDO, RUBIO, ORTIZ,Azcapotzalco,CARRETERA COSTERA ,34,78384,Espacio Escultórico,t,9:15 AM,8:06 PM,/home/fotos/foto7613.jpg,81688679,5561623875,cgerraty2d@delicious.com
87,GERTRUDIS, GARCÍA, SÁEZ,Azcapotzalco,CHICOASEN ,449,07370,DGSG: Taller Mecánico,a,7:53 AM,8:53 PM,/home/fotos/foto9675.jpg,45148465,5554725032,seggerton2e@howstuffworks.com
88,CARLOS, VELASCO, JIMÉNEZ,Cuajimalpa de Morelos,CALLE 60 ,41,17973,DGOC: Vivero Bajo,a,10:44 AM,8:14 PM,/home/fotos/foto9786.jpg,23284889,5533499988,jbrosini2f@ifeng.com
89,LINO, MORALES, VICENTE,Azcapotzalco,3A. CERRADA DE SOLIDARIDAD ,350,90152,Escuela Nacional de Trabajo Social,t,12:01 PM,7:17 PM,/home/fotos/foto8451.jpg,67430312,5596911745,jskerm2g@webs.com
90,ANTERO, MONTORO, SÁNCHEZ,Tláhuac,CORAS ,254,21798,Facultad de Economía: División de Estudios de Posgrado,t,9:06 AM,8:41 PM,/home/fotos/foto2479.jpg,43856239,5538885252,dwoolfenden2h@dailymotion.com
91,JULIÁN, MEDINA, RUBIO,Iztapalapa,SANTA ANA ,171,76775,Centro de Ciencias de la Complejidad C3,e,12:20 PM,8:25 PM,/home/fotos/foto8388.jpg,51583620,5514353154,nsimyson2i@slashdot.org
92,BONIFACIO, DELGADO, CASTILLO,Iztacalco,SAN EMETERIO ,68,90755,Centro de Ciencias de la Complejidad C3,t,7:55 AM,8:35 PM,/home/fotos/foto7258.jpg,44925158,5504216927,jcuddon2j@cnbc.com
93,HUGO, MEDINA, HIDALGO,Cuauhtémoc,ALAMOS ,183,25974,Instituto de Investigaciones Filosóficas,t,7:52 AM,8:45 PM,/home/fotos/foto7035.jpg,60390570,5519411087,dtumbridge2k@virginia.edu
94,VICTORINO, ROMÁN, FLORES,Iztacalco,BARRIO DE SAN JOSÉ ,230,43809,Bicicentro,t,1:09 PM,8:57 PM,/home/fotos/foto5316.jpg,82110095,5524062076,swickersham2l@wufoo.com
95,PABLO, FERRER, ROMÁN,Xochimilco,CALLE CUAUHTEMOC ,391,37363,DGDU: Polideportivo Complejo Deportivo C.P. Alfredo Harp Helú,e,12:36 PM,7:15 PM,/home/fotos/foto8253.jpg,81910998,5525274436,elaytham2m@dropbox.com
96,JOSUÉ, SANTANA, GONZÁLEZ,Azcapotzalco,AVENIDA PAPANTLA ,417,25685,Dirección de Relaciones Laborales,t,7:54 AM,8:07 PM,/home/fotos/foto3446.jpg,55924103,5544111445,nwrates2n@deliciousdays.com
97,EUSEBIO, SOLER, FERRER,Iztacalco,AHUACATL ,77,87332,Instituto de Geofísica,a,7:11 AM,7:50 PM,/home/fotos/foto1318.jpg,18650879,5546233346,aleonards2o@tripadvisor.com
98,RITA, JIMÉNEZ, RAMOS,Magdalena Contreras,TLACOTAL ,134,90500,Centro de Ciencias de la Complejidad C3,e,9:22 AM,7:36 PM,/home/fotos/foto4599.jpg,40156353,5532735443,floan2p@businessweek.com
99,BALDOMERO, NÚÑEZ, FUENTES,Milpa Alta,XICOTENCATL ,367,21540,DGDU: Comisión Técnica de Fútbol Americano,e,9:51 AM,8:48 PM,/home/fotos/foto4622.jpg,24075171,5564971691,hlempertz2q@over-blog.com
100,SIMÓN, ORTIZ, ROMERO,Azcapotzalco,CALLEJON ITURBE ,233,95928,Facultad de Arquitectura,e,1:27 PM,8:02 PM,/home/fotos/foto1052.jpg,53860722,5557301317,dmatthius2r@indiatimes.com
101,JOAQUÍM, CARRASCO, MARTÍN,Magdalena Contreras,CALLE FLORES MAGON ,235,36426,Dirección General de Personal,a,11:38 AM,7:29 PM,/home/fotos/foto6817.jpg,94487494,5501118335,kamey2s@facebook.com
102,YOLANDA, LORENZO, DÍAZ,Cuajimalpa de Morelos,ANDADOR 24 MANUELA SAENZ ,35,95200,Instituto de Investigaciones Sociales,t,1:24 PM,7:52 PM,/home/fotos/foto2522.jpg,28187761,5509179499,osharratt2t@soup.io
103,DACIO, NÚÑEZ, VEGA,Iztapalapa,IGNACIO L. VALLARTA ,331,01922,Facultad de Odontología: División de Estudios de Posgrado,t,10:52 AM,8:50 PM,/home/fotos/foto2186.jpg,84843449,5593061078,kniccols2u@marriott.com
104,VÍCTOR, DURÁN, RAMOS,Magdalena Contreras,CALLE PASO SOMOSIERRA ,331,90464,DGOC: Talleres de Conservación,t,10:26 AM,7:25 PM,/home/fotos/foto8762.jpg,02634871,5537506868,cboyford2v@dmoz.org
105,CÉSAR, DÍEZ, IGLESIAS,Cuajimalpa de Morelos,CARTILLA ,18,82701,Instituto de Biología: Invernadero Faustino Miranda,a,7:36 AM,8:38 PM,/home/fotos/foto4205.jpg,51503404,5515997481,bmirralls2w@netscape.com
106,MARTA, CASTRO, CANO,Benito Juárez,ROSA DE SIRIA ,280,35956,Instituto de Investigaciones Económicas,t,10:02 AM,8:27 PM,/home/fotos/foto3310.jpg,68051339,5523722691,jpassie2x@alibaba.com
107,GUILLERMO, VARGAS, JIMÉNEZ,Tláhuac,PERIFERICO ,364,48090,DGDU: Polideportivo Complejo Deportivo C.P. Alfredo Harp Helú,t,7:38 AM,8:50 PM,/home/fotos/foto5673.jpg,98310263,5597380674,ctunnick2y@deviantart.com
108,HERIBERTO, ÁLVAREZ, CAMPOS,Magdalena Contreras,XOLOTL ,219,00679,DGOC: Talleres de Conservación de la Zona Cultural,t,9:17 AM,7:07 PM,/home/fotos/foto4645.jpg,70960480,5533237829,dshakesbye2z@blogtalkradio.com
109,JULIO, MÁRQUEZ, TORRES,Tláhuac,NATIVITAS ,474,86806,DGDU: Comisión Técnica de Fútbol Americano,t,10:20 AM,7:42 PM,/home/fotos/foto9603.jpg,32072381,5583902047,ereyna30@ovh.net
110,RIGOBERTO, CALVO, PASTOR,Miguel Hidalgo,FRANCISCO DEL PASO Y TRONCOSO ,15,09859,Facultad de Medicina,a,1:10 PM,8:16 PM,/home/fotos/foto9014.jpg,59135670,5520657289,mcorten31@cdbaby.com
111,CEFERINO, ALONSO, DOMÍNGUEZ,Gustavo A. Madero,PEDRO HENRIQUEZ ,88,72547,Dirección General de Incorporación y Revalidación de Estudios,t,12:28 PM,8:40 PM,/home/fotos/foto9443.jpg,77274098,5519462602,kisenor32@usnews.com
